loan_id,dependents,education,self_employed,annual_income,requested_loan,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,dti_ratio,total_assets,loan_status_encoded
2566,3, Not Graduate, Yes,9500000,20100000,2,506,16800000,800000,32700000,11000000,Rejected,2.1157894736842104,61300000,0
2567,4, Not Graduate, Yes,2200000,8600000,2,461,1400000,3000000,4700000,2100000,Approved,3.909090909090909,11200000,1
2568,4, Not Graduate, Yes,5500000,20000000,8,666,3800000,4700000,18000000,7900000,Approved,3.6363636363636362,34400000,1
2569,3, Not Graduate, Yes,4400000,16300000,20,561,5500000,8000000,12000000,4000000,Approved,3.7045454545454546,29500000,1
2570,5, Not Graduate, No,5000000,10800000,10,345,12300000,5000000,14100000,6300000,Rejected,2.16,37700000,0
2571,4, Not Graduate, Yes,6100000,12500000,14,862,11300000,1500000,21900000,6800000,Approved,2.0491803278688523,41500000,1
2572,3, Not Graduate, No,8100000,22300000,10,686,20400000,8700000,19200000,6200000,Approved,2.753086419753086,54500000,1
2573,4, Graduate, Yes,7000000,19600000,8,708,17600000,2600000,24300000,4500000,Approved,2.8,49000000,1
2574,4, Not Graduate, No,5600000,14800000,20,656,9600000,9200000,11600000,6500000,Approved,2.642857142857143,36900000,1
2575,4, Graduate, No,1800000,7000000,14,743,2600000,1000000,4500000,1500000,Approved,3.888888888888889,9600000,1
2576,2, Graduate, No,3600000,12100000,14,408,10100000,4200000,13000000,5400000,Rejected,3.361111111111111,32700000,0
2577,5, Graduate, No,600000,1300000,14,408,1000000,300000,1600000,900000,Rejected,2.1666666666666665,3800000,0
2578,1, Graduate, Yes,4900000,16500000,12,439,7500000,1400000,10300000,7200000,Rejected,3.36734693877551,26400000,0
2579,3, Graduate, Yes,3000000,7100000,6,415,2000000,5700000,9500000,2500000,Rejected,2.3666666666666667,19700000,0
2580,0, Not Graduate, Yes,3800000,10600000,12,490,3300000,6500000,14400000,3100000,Rejected,2.789473684210526,27300000,0
2581,1, Graduate, Yes,7600000,30000000,16,884,13300000,3600000,17200000,10800000,Approved,3.9473684210526314,44900000,1
2582,4, Graduate, No,7800000,25400000,18,425,3000000,14000000,30500000,7200000,Rejected,3.2564102564102564,54700000,0
2583,0, Graduate, No,6800000,21700000,20,730,17500000,1300000,18600000,3600000,Approved,3.1911764705882355,41000000,1
2584,4, Graduate, Yes,5900000,17300000,20,657,1500000,5600000,13000000,4100000,Approved,2.9322033898305087,24200000,1
2585,2, Not Graduate, No,4900000,16800000,10,480,2200000,8900000,12600000,2700000,Rejected,3.4285714285714284,26400000,0
2586,3, Not Graduate, Yes,1100000,3100000,16,356,1300000,100000,3000000,1600000,Rejected,2.8181818181818183,6000000,0
2587,1, Not Graduate, Yes,9800000,36000000,12,629,28000000,4100000,29800000,11200000,Approved,3.673469387755102,73100000,1
2588,1, Graduate, Yes,1200000,4700000,2,667,1100000,300000,4200000,800000,Approved,3.9166666666666665,6400000,1
2589,0, Not Graduate, No,4700000,11500000,18,559,7500000,0,18700000,2600000,Approved,2.4468085106382977,28800000,1
2590,4, Graduate, No,6700000,16000000,4,791,0,13000000,20700000,5200000,Approved,2.388059701492537,38900000,1
2591,0, Not Graduate, Yes,3700000,11300000,6,538,6200000,400000,10400000,5400000,Rejected,3.054054054054054,22400000,0
2592,2, Graduate, No,7400000,16000000,20,358,16700000,5500000,26800000,4300000,Rejected,2.1621621621621623,53300000,0
2593,2, Not Graduate, No,3300000,11700000,14,439,4000000,6300000,8300000,1700000,Rejected,3.5454545454545454,20300000,0
2594,2, Graduate, Yes,4800000,15300000,12,503,3300000,4000000,12000000,4300000,Rejected,3.1875,23600000,0
2595,4, Graduate, Yes,4600000,11900000,6,810,11200000,8200000,17500000,5200000,Approved,2.5869565217391304,42100000,1
2596,1, Graduate, Yes,8000000,30600000,14,302,12700000,13100000,23900000,6800000,Rejected,3.825,56500000,0
2597,0, Not Graduate, No,4100000,8800000,18,300,10900000,6400000,8600000,3500000,Rejected,2.1463414634146343,29400000,0
2598,4, Not Graduate, No,2600000,7200000,16,612,1300000,1000000,5800000,1400000,Approved,2.769230769230769,9500000,1
2599,3, Not Graduate, No,1300000,5000000,6,686,2700000,2000000,4100000,900000,Approved,3.8461538461538463,9700000,1
2600,0, Graduate, Yes,2300000,4900000,12,409,3300000,2400000,4700000,3200000,Rejected,2.130434782608696,13600000,0
2601,5, Graduate, No,300000,900000,6,492,800000,300000,700000,400000,Rejected,3.0,2200000,0
2602,0, Graduate, Yes,7000000,21700000,20,498,6600000,5500000,14700000,3900000,Rejected,3.1,30700000,0
2603,3, Not Graduate, Yes,4400000,10900000,18,611,8600000,6300000,8800000,3000000,Approved,2.477272727272727,26700000,1
2604,5, Not Graduate, Yes,5100000,11800000,6,776,7600000,400000,10500000,4400000,Approved,2.3137254901960786,22900000,1
2605,1, Not Graduate, No,5900000,13000000,6,779,10800000,11600000,13100000,6600000,Approved,2.2033898305084745,42100000,1
2606,3, Graduate, Yes,7800000,27200000,16,560,3600000,8100000,21800000,8600000,Approved,3.4871794871794872,42100000,1
2607,4, Graduate, Yes,2200000,5100000,6,308,3200000,2600000,6600000,3100000,Rejected,2.3181818181818183,15500000,0
2608,4, Not Graduate, No,5400000,12600000,18,786,300000,2500000,21000000,6600000,Approved,2.3333333333333335,30400000,1
2609,1, Not Graduate, No,7400000,29100000,8,597,12100000,4800000,16300000,7000000,Approved,3.9324324324324325,40200000,1
2610,4, Graduate, No,5800000,12000000,12,811,9400000,8800000,14200000,3100000,Approved,2.0689655172413794,35500000,1
2611,1, Graduate, Yes,5800000,13000000,12,862,11300000,8400000,12000000,3900000,Approved,2.2413793103448274,35600000,1
2612,3, Not Graduate, Yes,4800000,14200000,12,369,3200000,200000,14000000,3000000,Rejected,2.9583333333333335,20400000,0
2613,1, Not Graduate, Yes,7400000,23900000,4,687,20800000,10900000,26100000,5600000,Approved,3.22972972972973,63400000,1
2614,0, Not Graduate, Yes,9600000,19600000,12,500,21500000,700000,37600000,10900000,Rejected,2.0416666666666665,70700000,0
2615,2, Not Graduate, Yes,200000,500000,6,746,400000,0,500000,0,Approved,2.5,900000,1
2616,4, Not Graduate, No,700000,2100000,14,619,1900000,700000,2400000,1000000,Approved,3.0,6000000,1
2617,2, Not Graduate, No,7600000,16700000,20,692,9900000,9600000,25100000,7400000,Approved,2.1973684210526314,52000000,1
2618,1, Not Graduate, Yes,1400000,3300000,18,321,900000,1500000,3000000,700000,Rejected,2.357142857142857,6100000,0
2619,2, Not Graduate, Yes,3800000,15000000,14,730,10800000,2900000,10700000,3600000,Approved,3.9473684210526314,28000000,1
2620,3, Not Graduate, No,2700000,10800000,6,480,4400000,0,10300000,3500000,Rejected,4.0,18200000,0
2621,2, Not Graduate, Yes,5000000,10700000,2,753,12600000,9000000,11500000,5700000,Approved,2.14,38800000,1
2622,4, Graduate, Yes,9000000,28900000,6,637,11300000,1200000,33000000,4800000,Approved,3.2111111111111112,50300000,1
2623,3, Graduate, No,3700000,9000000,6,483,9300000,400000,9900000,3600000,Rejected,2.4324324324324325,23200000,0
2624,4, Not Graduate, Yes,300000,1100000,4,315,700000,100000,900000,100000,Approved,3.6666666666666665,1800000,1
2625,4, Graduate, No,1800000,4100000,8,777,2200000,2500000,3600000,1900000,Approved,2.2777777777777777,10200000,1
2626,2, Graduate, No,7900000,17700000,4,402,20900000,11800000,25600000,8400000,Rejected,2.240506329113924,66700000,0
2627,4, Graduate, Yes,2100000,7700000,8,493,4300000,400000,4400000,1300000,Rejected,3.6666666666666665,10400000,0
2628,0, Graduate, Yes,900000,3100000,4,355,1700000,100000,3000000,500000,Approved,3.4444444444444446,5300000,1
2629,3, Graduate, No,9900000,23600000,18,557,18300000,8600000,23000000,9100000,Approved,2.3838383838383836,59000000,1
2630,0, Not Graduate, Yes,5600000,20000000,20,606,7100000,500000,20000000,7600000,Approved,3.5714285714285716,35200000,1
2631,1, Not Graduate, Yes,6000000,12200000,16,743,8800000,2600000,20600000,2900000,Approved,2.033333333333333,34900000,1
2632,5, Not Graduate, No,5700000,18400000,4,579,12800000,4000000,17200000,4900000,Approved,3.2280701754385963,38900000,1
2633,0, Graduate, Yes,9000000,33100000,20,734,2800000,5900000,25300000,10300000,Approved,3.6777777777777776,44300000,1
2634,0, Graduate, No,7300000,16100000,2,490,7600000,1400000,21800000,10700000,Rejected,2.2054794520547945,41500000,0
2635,5, Graduate, No,5300000,20500000,16,802,11200000,7100000,21100000,4100000,Approved,3.8679245283018866,43500000,1
2636,1, Not Graduate, Yes,3500000,7400000,16,867,500000,6600000,9500000,2100000,Approved,2.1142857142857143,18700000,1
2637,0, Not Graduate, No,1000000,2200000,12,302,2200000,400000,3700000,1400000,Rejected,2.2,7700000,0
2638,0, Not Graduate, No,5100000,19900000,12,867,1800000,7100000,18300000,5700000,Approved,3.9019607843137254,32900000,1
2639,0, Graduate, Yes,2900000,9900000,8,312,1800000,4500000,11200000,3700000,Rejected,3.413793103448276,21200000,0
2640,3, Not Graduate, No,7600000,19100000,14,762,14800000,15000000,23500000,7300000,Approved,2.513157894736842,60600000,1
2641,5, Not Graduate, Yes,6000000,14700000,18,462,15400000,9700000,13800000,3500000,Rejected,2.45,42400000,0
2642,1, Graduate, No,6300000,18200000,18,849,4300000,5800000,15500000,5200000,Approved,2.888888888888889,30800000,1
2643,3, Not Graduate, No,1900000,7400000,18,592,2300000,3000000,6000000,1800000,Approved,3.8947368421052633,13100000,1
2644,4, Graduate, No,600000,1400000,4,507,200000,300000,1700000,400000,Rejected,2.3333333333333335,2600000,0
2645,2, Not Graduate, Yes,4100000,11400000,14,505,8100000,7500000,10100000,5500000,Rejected,2.7804878048780486,31200000,0
2646,0, Not Graduate, Yes,800000,3200000,8,467,900000,400000,3100000,800000,Rejected,4.0,5200000,0
2647,2, Not Graduate, No,6600000,22900000,16,543,2500000,11000000,26300000,8500000,Rejected,3.4696969696969697,48300000,0
2648,4, Graduate, Yes,300000,1100000,12,674,600000,0,800000,200000,Approved,3.6666666666666665,1600000,1
2649,3, Graduate, No,6100000,13500000,2,717,15700000,4200000,16100000,3400000,Approved,2.2131147540983607,39400000,1
2650,5, Not Graduate, Yes,4800000,17000000,10,666,6800000,5400000,12400000,2900000,Approved,3.5416666666666665,27500000,1
2651,4, Not Graduate, No,4500000,17300000,18,830,200000,4200000,12000000,2500000,Approved,3.8444444444444446,18900000,1
2652,2, Graduate, No,3800000,9400000,16,383,8300000,500000,9200000,2300000,Rejected,2.473684210526316,20300000,0
2653,2, Graduate, Yes,7000000,18900000,8,584,13000000,13600000,20600000,5000000,Approved,2.7,52200000,1
2654,2, Not Graduate, No,4400000,14200000,18,799,6300000,7800000,10800000,2400000,Approved,3.227272727272727,27300000,1
2655,5, Graduate, No,5300000,19400000,6,510,14700000,7000000,13600000,3700000,Rejected,3.660377358490566,39000000,0
2656,0, Not Graduate, Yes,2600000,5900000,6,572,5800000,3100000,7300000,3800000,Approved,2.269230769230769,20000000,1
2657,3, Not Graduate, No,3300000,13100000,2,554,6000000,2500000,6700000,3800000,Approved,3.9696969696969697,19000000,1
2658,1, Not Graduate, Yes,1200000,4800000,6,344,2900000,1700000,3200000,1300000,Rejected,4.0,9100000,0
2659,3, Graduate, No,4300000,8600000,8,881,9100000,5200000,15000000,5500000,Approved,2.0,34800000,1
2660,0, Not Graduate, Yes,8400000,27200000,10,514,2500000,6400000,20100000,7200000,Rejected,3.238095238095238,36200000,0
2661,0, Graduate, No,600000,1800000,18,796,1000000,700000,1200000,500000,Approved,3.0,3400000,1
2662,2, Graduate, Yes,4700000,16200000,12,802,2300000,5400000,14800000,6700000,Approved,3.4468085106382977,29200000,1
2663,3, Graduate, No,4200000,12500000,20,375,1300000,5100000,10900000,2400000,Rejected,2.9761904761904763,19700000,0
2664,2, Graduate, No,4300000,14700000,2,871,4100000,7300000,13900000,4400000,Approved,3.4186046511627906,29700000,1
2665,0, Not Graduate, No,800000,2900000,2,439,100000,900000,2700000,1200000,Approved,3.625,4900000,1
2666,0, Not Graduate, Yes,9300000,32000000,8,438,24800000,6400000,34900000,12400000,Rejected,3.4408602150537635,78500000,0
2667,5, Not Graduate, No,6200000,13700000,2,468,3300000,12300000,13900000,5500000,Rejected,2.2096774193548385,35000000,0
2668,3, Graduate, Yes,3500000,10200000,12,645,10400000,5700000,10000000,2400000,Approved,2.914285714285714,28500000,1
2669,2, Graduate, Yes,3600000,9200000,18,700,4400000,1800000,10700000,3500000,Approved,2.5555555555555554,20400000,1
2670,5, Graduate, Yes,9500000,36700000,16,348,3500000,2200000,31600000,11400000,Rejected,3.863157894736842,48700000,0
2671,5, Graduate, Yes,600000,1400000,10,877,1400000,400000,2000000,700000,Approved,2.3333333333333335,4500000,1
2672,0, Not Graduate, Yes,3800000,14900000,6,899,7800000,600000,12400000,2800000,Approved,3.9210526315789473,23600000,1
2673,3, Graduate, Yes,1400000,3500000,12,610,1200000,600000,3800000,1400000,Approved,2.5,7000000,1
2674,1, Not Graduate, No,6300000,23900000,4,742,1500000,7100000,21800000,4300000,Approved,3.7936507936507935,34700000,1
2675,1, Not Graduate, Yes,2800000,6600000,18,801,4000000,4900000,7100000,3700000,Approved,2.357142857142857,19700000,1
2676,4, Graduate, Yes,5400000,17100000,2,533,13800000,5100000,12200000,4700000,Approved,3.1666666666666665,35800000,1
2677,3, Not Graduate, Yes,6300000,23900000,16,656,12700000,9300000,15200000,5100000,Approved,3.7936507936507935,42300000,1
2678,3, Graduate, Yes,3900000,14300000,18,785,10900000,7600000,13900000,4900000,Approved,3.6666666666666665,37300000,1
2679,2, Graduate, Yes,4200000,15700000,2,332,7000000,700000,13300000,3000000,Approved,3.738095238095238,24000000,1
2680,0, Graduate, No,3100000,8100000,18,768,400000,1600000,11600000,2400000,Approved,2.6129032258064515,16000000,1
2681,1, Graduate, No,3400000,8600000,6,640,7700000,1000000,7800000,4400000,Approved,2.5294117647058822,20900000,1
2682,4, Not Graduate, No,1500000,3100000,6,885,100000,2800000,3800000,1900000,Approved,2.066666666666667,8600000,1
2683,3, Not Graduate, Yes,900000,2000000,18,772,2300000,700000,3500000,800000,Approved,2.2222222222222223,7300000,1
2684,4, Graduate, Yes,7800000,25600000,4,665,1000000,2300000,27300000,8200000,Approved,3.282051282051282,38800000,1
2685,1, Not Graduate, Yes,3500000,10500000,20,454,8300000,4000000,7600000,2100000,Rejected,3.0,22000000,0
2686,1, Not Graduate, No,8400000,32500000,14,698,20600000,5900000,17300000,12200000,Approved,3.869047619047619,56000000,1
2687,4, Not Graduate, Yes,6400000,21300000,20,332,3600000,9100000,16200000,8000000,Rejected,3.328125,36900000,0
2688,1, Not Graduate, No,9600000,28300000,6,536,18700000,9300000,27300000,6000000,Rejected,2.9479166666666665,61300000,0
2689,5, Not Graduate, Yes,2100000,6500000,10,796,2400000,2800000,7300000,2700000,Approved,3.0952380952380953,15200000,1
2690,2, Not Graduate, Yes,6000000,19900000,8,486,12100000,8100000,20100000,6600000,Rejected,3.316666666666667,46900000,0
2691,0, Not Graduate, Yes,8300000,16800000,18,422,8000000,10600000,23300000,11400000,Rejected,2.0240963855421685,53300000,0
2692,1, Not Graduate, Yes,5300000,18500000,6,501,6700000,8600000,16600000,4300000,Rejected,3.490566037735849,36200000,0
2693,1, Not Graduate, Yes,9700000,23500000,4,666,15100000,9400000,23300000,8000000,Approved,2.422680412371134,55800000,1
2694,3, Not Graduate, Yes,8200000,16500000,18,371,19000000,1200000,18500000,8200000,Rejected,2.0121951219512195,46900000,0
2695,5, Graduate, No,3400000,6900000,14,312,1800000,400000,10300000,3800000,Rejected,2.0294117647058822,16300000,0
2696,5, Graduate, No,2800000,11000000,12,753,3900000,4600000,10700000,2400000,Approved,3.9285714285714284,21600000,1
2697,0, Not Graduate, Yes,2400000,5200000,16,740,6300000,1000000,7500000,2900000,Approved,2.1666666666666665,17700000,1
2698,1, Graduate, No,8200000,24000000,4,366,10900000,15200000,25200000,10400000,Rejected,2.926829268292683,61700000,0
2699,4, Not Graduate, No,4200000,11100000,8,526,11600000,200000,16800000,4900000,Rejected,2.642857142857143,33500000,0
2700,4, Graduate, Yes,5500000,14800000,10,354,16000000,3400000,21200000,7700000,Rejected,2.690909090909091,48300000,0
2701,5, Not Graduate, Yes,2900000,6300000,6,719,7900000,1600000,8000000,1600000,Approved,2.1724137931034484,19100000,1
2702,5, Not Graduate, No,6300000,20100000,12,774,15600000,11800000,16200000,5800000,Approved,3.1904761904761907,49400000,1
2703,5, Not Graduate, Yes,9700000,29100000,18,732,4700000,7400000,35600000,12400000,Approved,3.0,60100000,1
2704,1, Not Graduate, No,6500000,16000000,6,862,2000000,0,24000000,9700000,Approved,2.4615384615384617,35700000,1
2705,5, Not Graduate, No,4900000,10800000,18,613,6800000,800000,14500000,5300000,Approved,2.204081632653061,27400000,1
2706,5, Graduate, Yes,6900000,16500000,6,447,4100000,400000,14100000,6600000,Rejected,2.391304347826087,25200000,0
2707,4, Not Graduate, Yes,1100000,3000000,4,730,300000,600000,3600000,1100000,Approved,2.727272727272727,5600000,1
2708,2, Not Graduate, Yes,7800000,29600000,14,568,-100000,8600000,27000000,7200000,Approved,3.7948717948717947,42700000,1
2709,2, Graduate, Yes,8200000,23600000,6,495,23000000,10600000,27200000,6100000,Rejected,2.8780487804878048,66900000,0
2710,5, Not Graduate, Yes,6700000,23600000,14,854,3000000,3300000,19400000,7500000,Approved,3.5223880597014925,33200000,1
2711,3, Graduate, Yes,7400000,15200000,10,548,16700000,12800000,19300000,4800000,Rejected,2.054054054054054,53600000,0
2712,1, Not Graduate, No,1200000,2700000,14,779,600000,2200000,2400000,600000,Approved,2.25,5800000,1
2713,0, Not Graduate, No,9500000,24800000,2,564,17400000,16000000,19600000,12000000,Approved,2.610526315789474,65000000,1
2714,5, Not Graduate, Yes,4000000,8200000,2,571,3500000,7700000,9500000,4400000,Approved,2.05,25100000,1
2715,0, Not Graduate, Yes,8600000,32600000,8,778,21500000,14100000,33600000,11000000,Approved,3.7906976744186047,80200000,1
2716,4, Graduate, Yes,9100000,28400000,12,808,25800000,11800000,19300000,9700000,Approved,3.120879120879121,66600000,1
2717,0, Not Graduate, Yes,7100000,18600000,20,770,19200000,13100000,23100000,5100000,Approved,2.619718309859155,60500000,1
2718,0, Not Graduate, No,9000000,28400000,4,612,0,7200000,26900000,13200000,Approved,3.1555555555555554,47300000,1
2719,3, Graduate, Yes,1400000,2700000,14,819,1200000,1500000,4000000,1300000,Approved,1.9285714285714286,8000000,1
